activity_comment,activity_id,activity_properties,assay_chembl_id,assay_description,assay_type,assay_variant_accession,assay_variant_mutation,bao_endpoint,bao_format,bao_label,canonical_smiles,data_validity_comment,data_validity_description,document_chembl_id,document_journal,document_year,ligand_efficiency,molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id,pchembl_value,potential_duplicate,qudt_units,record_id,relation,src_id,standard_flag,standard_relation,standard_text_value,standard_type,standard_units,standard_upper_value,standard_value,target_chembl_id,target_organism,target_pref_name,target_tax_id,text_value,toid,type,units,uo_units,upper_value,value
,1720642,[],CHEMBL871248,Inhibition of SARS coronavirus 3C-like protease,B,,,BAO_0000190,BAO_0000357,single protein format,CSc1sc(-c2nc(C)cs2)c(C)c1-c1ccnc(SCC(=O)Nc2ccccc2Cl)n1,,,CHEMBL1148632,J. Med. Chem.,2006,"{'bei': '9.48', 'le': '0.21', 'lle': '-2.13', 'sei': '7.26'}",CHEMBL378674,,CHEMBL378674,4.92,False,http://www.openphacts.org/units/Nanomolar,491928,=,1,True,=,,IC50,nM,,12000.0,CHEMBL3927,SARS coronavirus,SARS coronavirus 3C-like proteinase,227859,,,IC50,uM,UO_0000065,,12.0
,1720643,[],CHEMBL871248,Inhibition of SARS coronavirus 3C-like protease,B,,,BAO_0000190,BAO_0000357,single protein format,Cc1nc(SCC(=O)Nc2ccc([N+](=O)[O-])cc2)nc(O)c1C,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1148632,J. Med. Chem.,2006,,CHEMBL210216,,CHEMBL210216,,False,http://www.openphacts.org/units/Nanomolar,491927,<,1,True,<,,IC50,nM,,1000000000000.0,CHEMBL3927,SARS coronavirus,SARS coronavirus 3C-like proteinase,227859,,,Log IC50,,UO_0000065,,3.0
,1720644,[],CHEMBL871248,Inhibition of SARS coronavirus 3C-like protease,B,,,BAO_0000190,BAO_0000357,single protein format,Cc1nc(SCC(=O)Nc2ccc([N+](=O)[O-])cc2)nc(O)c1C,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1148632,J. Med. Chem.,2006,,CHEMBL210216,,CHEMBL210216,,False,http://www.openphacts.org/units/Nanomolar,491927,>,1,True,>,,IC50,nM,,1000000.0,CHEMBL3927,SARS coronavirus,SARS coronavirus 3C-like proteinase,227859,,,IC50,uM,UO_0000065,,1000.0
,1720645,[],CHEMBL871248,Inhibition of SARS coronavirus 3C-like protease,B,,,BAO_0000190,BAO_0000357,single protein format,Cc1cc(C(F)(F)F)nc(SCC(=O)Nc2ccc(Cl)cc2F)n1,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1148632,J. Med. Chem.,2006,,CHEMBL210195,,CHEMBL210195,,False,http://www.openphacts.org/units/Nanomolar,491926,=,1,True,=,,IC50,nM,,1995262314968.88,CHEMBL3927,SARS coronavirus,SARS coronavirus 3C-like proteinase,227859,,,Log IC50,,UO_0000065,,3.3
,1720646,[],CHEMBL871248,Inhibition of SARS coronavirus 3C-like protease,B,,,BAO_0000190,BAO_0000357,single protein format,Cc1cc(C(F)(F)F)nc(SCC(=O)Nc2ccc(Cl)cc2F)n1,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1148632,J. Med. Chem.,2006,,CHEMBL210195,,CHEMBL210195,,False,http://www.openphacts.org/units/Nanomolar,491926,=,1,True,=,,IC50,nM,,500000.0,CHEMBL3927,SARS coronavirus,SARS coronavirus 3C-like proteinase,227859,,,IC50,uM,UO_0000065,,500.0
,1720647,[],CHEMBL871248,Inhibition of SARS coronavirus 3C-like protease,B,,,BAO_0000190,BAO_0000357,single protein format,COc1ccc(-c2ccnc(SCC(=O)Nc3ccc(C(C)C)cc3)n2)cc1,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1148632,J. Med. Chem.,2006,,CHEMBL210437,,CHEMBL210437,,False,http://www.openphacts.org/units/Nanomolar,491925,=,1,True,=,,IC50,nM,,2454708915685.03,CHEMBL3927,SARS coronavirus,SARS coronavirus 3C-like proteinase,227859,,,Log IC50,,UO_0000065,,3.39
,1720648,[],CHEMBL871248,Inhibition of SARS coronavirus 3C-like protease,B,,,BAO_0000190,BAO_0000357,single protein format,COc1ccc(-c2ccnc(SCC(=O)Nc3ccc(C(C)C)cc3)n2)cc1,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1148632,J. Med. Chem.,2006,,CHEMBL210437,,CHEMBL210437,,False,http://www.openphacts.org/units/Nanomolar,491925,=,1,True,=,,IC50,nM,,400000.0,CHEMBL3927,SARS coronavirus,SARS coronavirus 3C-like proteinase,227859,,,IC50,uM,UO_0000065,,400.0
,1720649,[],CHEMBL871248,Inhibition of SARS coronavirus 3C-like protease,B,,,BAO_0000190,BAO_0000357,single protein format,CC(C)(C)c1ccc(NC(=O)CSc2nc(O)c(C#N)c(C3CCCCC3)n2)cc1,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1148632,J. Med. Chem.,2006,,CHEMBL378677,,CHEMBL378677,,False,http://www.openphacts.org/units/Nanomolar,491924,=,1,True,=,,IC50,nM,,2818382931264.45,CHEMBL3927,SARS coronavirus,SARS coronavirus 3C-like proteinase,227859,,,Log IC50,,UO_0000065,,3.45
,1720650,[],CHEMBL871248,Inhibition of SARS coronavirus 3C-like protease,B,,,BAO_0000190,BAO_0000357,single protein format,CC(C)(C)c1ccc(NC(=O)CSc2nc(O)c(C#N)c(C3CCCCC3)n2)cc1,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1148632,J. Med. Chem.,2006,,CHEMBL378677,,CHEMBL378677,,False,http://www.openphacts.org/units/Nanomolar,491924,=,1,True,=,,IC50,nM,,350000.0,CHEMBL3927,SARS coronavirus,SARS coronavirus 3C-like proteinase,227859,,,IC50,uM,UO_0000065,,350.0
,1720651,[],CHEMBL871248,Inhibition of SARS coronavirus 3C-like protease,B,,,BAO_0000190,BAO_0000357,single protein format,CC(Sc1nc(O)c(C#N)c(-c2ccccc2)n1)C(=O)Nc1ccc(Cl)cc1,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1148632,J. Med. Chem.,2006,,CHEMBL210972,,CHEMBL210972,,False,http://www.openphacts.org/units/Nanomolar,491923,=,1,True,=,,IC50,nM,,3311311214825.91,CHEMBL3927,SARS coronavirus,SARS coronavirus 3C-like proteinase,227859,,,Log IC50,,UO_0000065,,3.52
,1720652,[],CHEMBL871248,Inhibition of SARS coronavirus 3C-like protease,B,,,BAO_0000190,BAO_0000357,single protein format,CC(Sc1nc(O)c(C#N)c(-c2ccccc2)n1)C(=O)Nc1ccc(Cl)cc1,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1148632,J. Med. Chem.,2006,,CHEMBL210972,,CHEMBL210972,,False,http://www.openphacts.org/units/Nanomolar,491923,=,1,True,=,,IC50,nM,,300000.0,CHEMBL3927,SARS coronavirus,SARS coronavirus 3C-like proteinase,227859,,,IC50,uM,UO_0000065,,300.0
,1720653,[],CHEMBL871248,Inhibition of SARS coronavirus 3C-like protease,B,,,BAO_0000190,BAO_0000357,single protein format,CCOc1ccc(N2C(=O)CC(Sc3nc(C)cc(C)n3)C2=O)cc1,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1148632,J. Med. Chem.,2006,,CHEMBL210145,,CHEMBL210145,,False,http://www.openphacts.org/units/Nanomolar,491922,=,1,True,=,,IC50,nM,,3311311214825.91,CHEMBL3927,SARS coronavirus,SARS coronavirus 3C-like proteinase,227859,,,Log IC50,,UO_0000065,,3.52
,1720654,[],CHEMBL871248,Inhibition of SARS coronavirus 3C-like protease,B,,,BAO_0000190,BAO_0000357,single protein format,CCOc1ccc(N2C(=O)CC(Sc3nc(C)cc(C)n3)C2=O)cc1,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1148632,J. Med. Chem.,2006,,CHEMBL210145,,CHEMBL210145,,False,http://www.openphacts.org/units/Nanomolar,491922,=,1,True,=,,IC50,nM,,300000.0,CHEMBL3927,SARS coronavirus,SARS coronavirus 3C-like proteinase,227859,,,IC50,uM,UO_0000065,,300.0
,1720655,[],CHEMBL871248,Inhibition of SARS coronavirus 3C-like protease,B,,,BAO_0000190,BAO_0000357,single protein format,N#Cc1c(O)nc(SCC(=O)Nc2cccc(C(F)(F)F)c2)nc1-c1ccccc1,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1148632,J. Med. Chem.,2006,,CHEMBL377225,,CHEMBL377225,,False,http://www.openphacts.org/units/Nanomolar,491921,=,1,True,=,,IC50,nM,,4897788193684.46,CHEMBL3927,SARS coronavirus,SARS coronavirus 3C-like proteinase,227859,,,Log IC50,,UO_0000065,,3.69
,1720656,[],CHEMBL871248,Inhibition of SARS coronavirus 3C-like protease,B,,,BAO_0000190,BAO_0000357,single protein format,N#Cc1c(O)nc(SCC(=O)Nc2cccc(C(F)(F)F)c2)nc1-c1ccccc1,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1148632,J. Med. Chem.,2006,,CHEMBL377225,,CHEMBL377225,,False,http://www.openphacts.org/units/Nanomolar,491921,=,1,True,=,,IC50,nM,,200000.0,CHEMBL3927,SARS coronavirus,SARS coronavirus 3C-like proteinase,227859,,,IC50,uM,UO_0000065,,200.0
,1720657,[],CHEMBL871248,Inhibition of SARS coronavirus 3C-like protease,B,,,BAO_0000190,BAO_0000357,single protein format,CCCCc1ccc(NC(=O)CSc2nc(O)c(C#N)c(C3CCCCC3)n2)c(C)c1,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1148632,J. Med. Chem.,2006,,CHEMBL210823,,CHEMBL210823,,False,http://www.openphacts.org/units/Nanomolar,491920,=,1,True,=,,IC50,nM,,4897788193684.46,CHEMBL3927,SARS coronavirus,SARS coronavirus 3C-like proteinase,227859,,,Log IC50,,UO_0000065,,3.69
,1720658,[],CHEMBL871248,Inhibition of SARS coronavirus 3C-like protease,B,,,BAO_0000190,BAO_0000357,single protein format,CCCCc1ccc(NC(=O)CSc2nc(O)c(C#N)c(C3CCCCC3)n2)c(C)c1,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1148632,J. Med. Chem.,2006,,CHEMBL210823,,CHEMBL210823,,False,http://www.openphacts.org/units/Nanomolar,491920,=,1,True,=,,IC50,nM,,200000.0,CHEMBL3927,SARS coronavirus,SARS coronavirus 3C-like proteinase,227859,,,IC50,uM,UO_0000065,,200.0
,1720659,[],CHEMBL871248,Inhibition of SARS coronavirus 3C-like protease,B,,,BAO_0000190,BAO_0000357,single protein format,CC(C)c1ccc(NC(=O)CSc2nccc(-c3csc(COc4ccccc4Cl)n3)n2)cc1,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1148632,J. Med. Chem.,2006,,CHEMBL207381,,CHEMBL207381,,False,http://www.openphacts.org/units/Nanomolar,491919,=,1,True,=,,IC50,nM,,4897788193684.46,CHEMBL3927,SARS coronavirus,SARS coronavirus 3C-like proteinase,227859,,,Log IC50,,UO_0000065,,3.69
,1720660,[],CHEMBL871248,Inhibition of SARS coronavirus 3C-like protease,B,,,BAO_0000190,BAO_0000357,single protein format,CC(C)c1ccc(NC(=O)CSc2nccc(-c3csc(COc4ccccc4Cl)n3)n2)cc1,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1148632,J. Med. Chem.,2006,,CHEMBL207381,,CHEMBL207381,,False,http://www.openphacts.org/units/Nanomolar,491919,=,1,True,=,,IC50,nM,,200000.0,CHEMBL3927,SARS coronavirus,SARS coronavirus 3C-like proteinase,227859,,,IC50,uM,UO_0000065,,200.0
,1720661,[],CHEMBL871248,Inhibition of SARS coronavirus 3C-like protease,B,,,BAO_0000190,BAO_0000357,single protein format,Cc1cc(O)nc(SCC(=O)Nc2ccc(Oc3ccc(Cl)cc3)cc2)n1,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1148632,J. Med. Chem.,2006,,CHEMBL210511,,CHEMBL210511,,False,http://www.openphacts.org/units/Nanomolar,491918,=,1,True,=,,IC50,nM,,4897788193684.46,CHEMBL3927,SARS coronavirus,SARS coronavirus 3C-like proteinase,227859,,,Log IC50,,UO_0000065,,3.69
,1720662,[],CHEMBL871248,Inhibition of SARS coronavirus 3C-like protease,B,,,BAO_0000190,BAO_0000357,single protein format,Cc1cc(O)nc(SCC(=O)Nc2ccc(Oc3ccc(Cl)cc3)cc2)n1,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1148632,J. Med. Chem.,2006,,CHEMBL210511,,CHEMBL210511,,False,http://www.openphacts.org/units/Nanomolar,491918,=,1,True,=,,IC50,nM,,200000.0,CHEMBL3927,SARS coronavirus,SARS coronavirus 3C-like proteinase,227859,,,IC50,uM,UO_0000065,,200.0
,1720663,[],CHEMBL871248,Inhibition of SARS coronavirus 3C-like protease,B,,,BAO_0000190,BAO_0000357,single protein format,COc1cccc(-c2nc(SCC(=O)Nc3ccc(C(C)=O)cc3)nc(O)c2C#N)c1,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1148632,J. Med. Chem.,2006,,CHEMBL210632,,CHEMBL210632,,False,http://www.openphacts.org/units/Nanomolar,491917,=,1,True,=,,IC50,nM,,16595869074375.56,CHEMBL3927,SARS coronavirus,SARS coronavirus 3C-like proteinase,227859,,,Log IC50,,UO_0000065,,4.22
,1720664,[],CHEMBL871248,Inhibition of SARS coronavirus 3C-like protease,B,,,BAO_0000190,BAO_0000357,single protein format,COc1cccc(-c2nc(SCC(=O)Nc3ccc(C(C)=O)cc3)nc(O)c2C#N)c1,,,CHEMBL1148632,J. Med. Chem.,2006,"{'bei': '9.72', 'le': '0.19', 'lle': '0.56', 'sei': '3.37'}",CHEMBL210632,,CHEMBL210632,4.22,False,http://www.openphacts.org/units/Nanomolar,491917,=,1,True,=,,IC50,nM,,60000.0,CHEMBL3927,SARS coronavirus,SARS coronavirus 3C-like proteinase,227859,,,IC50,uM,UO_0000065,,60.0
,1720665,[],CHEMBL871248,Inhibition of SARS coronavirus 3C-like protease,B,,,BAO_0000190,BAO_0000357,single protein format,COc1cccc(-c2nc(SCC(=O)Nc3ccc(S(N)(=O)=O)cc3)nc(O)c2C#N)c1,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1148632,J. Med. Chem.,2006,,CHEMBL210497,,CHEMBL210497,,False,http://www.openphacts.org/units/Nanomolar,491916,=,1,True,=,,IC50,nM,,24547089156850.34,CHEMBL3927,SARS coronavirus,SARS coronavirus 3C-like proteinase,227859,,,Log IC50,,UO_0000065,,4.39
,1720666,[],CHEMBL871248,Inhibition of SARS coronavirus 3C-like protease,B,,,BAO_0000190,BAO_0000357,single protein format,COc1cccc(-c2nc(SCC(=O)Nc3ccc(S(N)(=O)=O)cc3)nc(O)c2C#N)c1,,,CHEMBL1148632,J. Med. Chem.,2006,"{'bei': '9.33', 'le': '0.19', 'lle': '2.29', 'sei': '2.61'}",CHEMBL210497,,CHEMBL210497,4.40,False,http://www.openphacts.org/units/Nanomolar,491916,=,1,True,=,,IC50,nM,,40000.0,CHEMBL3927,SARS coronavirus,SARS coronavirus 3C-like proteinase,227859,,,IC50,uM,UO_0000065,,40.0
,1720667,[],CHEMBL871248,Inhibition of SARS coronavirus 3C-like protease,B,,,BAO_0000190,BAO_0000357,single protein format,CCCc1cc(O)nc(SCC(=O)Nc2ccc(Cl)cc2)n1,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1148632,J. Med. Chem.,2006,,CHEMBL208584,,CHEMBL208584,,False,http://www.openphacts.org/units/Nanomolar,491915,=,1,True,=,,IC50,nM,,33113112148259.08,CHEMBL3927,SARS coronavirus,SARS coronavirus 3C-like proteinase,227859,,,Log IC50,,UO_0000065,,4.52
,1720668,[],CHEMBL871248,Inhibition of SARS coronavirus 3C-like protease,B,,,BAO_0000190,BAO_0000357,single protein format,CCCc1cc(O)nc(SCC(=O)Nc2ccc(Cl)cc2)n1,,,CHEMBL1148632,J. Med. Chem.,2006,"{'bei': '13.39', 'le': '0.28', 'lle': '1.00', 'sei': '6.02'}",CHEMBL208584,,CHEMBL208584,4.52,False,http://www.openphacts.org/units/Nanomolar,491915,=,1,True,=,,IC50,nM,,30000.0,CHEMBL3927,SARS coronavirus,SARS coronavirus 3C-like proteinase,227859,,,IC50,uM,UO_0000065,,30.0
,1720669,[],CHEMBL871248,Inhibition of SARS coronavirus 3C-like protease,B,,,BAO_0000190,BAO_0000357,single protein format,O=C(CSc1nccc(-c2cc(-c3ccccc3)no2)n1)Nc1ccc(Cl)cc1,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1148632,J. Med. Chem.,2006,,CHEMBL208763,,CHEMBL208763,,False,http://www.openphacts.org/units/Nanomolar,491914,=,1,True,=,,IC50,nM,,66069344800759.64,CHEMBL3927,SARS coronavirus,SARS coronavirus 3C-like proteinase,227859,,,Log IC50,,UO_0000065,,4.82
,1720670,[],CHEMBL871248,Inhibition of SARS coronavirus 3C-like protease,B,,,BAO_0000190,BAO_0000357,single protein format,O=C(CSc1nccc(-c2cc(-c3ccccc3)no2)n1)Nc1ccc(Cl)cc1,,,CHEMBL1148632,J. Med. Chem.,2006,"{'bei': '11.41', 'le': '0.23', 'lle': '-0.36', 'sei': '5.96'}",CHEMBL208763,,CHEMBL208763,4.82,False,http://www.openphacts.org/units/Nanomolar,491914,=,1,True,=,,IC50,nM,,15000.0,CHEMBL3927,SARS coronavirus,SARS coronavirus 3C-like proteinase,227859,,,IC50,uM,UO_0000065,,15.0
,1720671,[],CHEMBL871248,Inhibition of SARS coronavirus 3C-like protease,B,,,BAO_0000190,BAO_0000357,single protein format,Cc1nc(-c2nc(-c3ccnc(SCC(=O)Nc4ccc(Cl)cc4)n3)cs2)cs1,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1148632,J. Med. Chem.,2006,,CHEMBL209227,,CHEMBL209227,,False,http://www.openphacts.org/units/Nanomolar,491913,=,1,True,=,,IC50,nM,,70794578438413.73,CHEMBL3927,SARS coronavirus,SARS coronavirus 3C-like proteinase,227859,,,Log IC50,,UO_0000065,,4.85
,1720672,[],CHEMBL871248,Inhibition of SARS coronavirus 3C-like protease,B,,,BAO_0000190,BAO_0000357,single protein format,Cc1nc(-c2nc(-c3ccnc(SCC(=O)Nc4ccc(Cl)cc4)n3)cs2)cs1,,,CHEMBL1148632,J. Med. Chem.,2006,"{'bei': '10.55', 'le': '0.23', 'lle': '-0.57', 'sei': '6.02'}",CHEMBL209227,,CHEMBL209227,4.85,False,http://www.openphacts.org/units/Nanomolar,491913,=,1,True,=,,IC50,nM,,14000.0,CHEMBL3927,SARS coronavirus,SARS coronavirus 3C-like proteinase,227859,,,IC50,uM,UO_0000065,,14.0
,1720673,[],CHEMBL871248,Inhibition of SARS coronavirus 3C-like protease,B,,,BAO_0000190,BAO_0000357,single protein format,CSc1sc(-c2nc(C)cs2)c(C)c1-c1ccnc(SCC(=O)Nc2ccc(Cl)cc2)n1,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1148632,J. Med. Chem.,2006,,CHEMBL210092,,CHEMBL210092,,False,http://www.openphacts.org/units/Nanomolar,491912,=,1,True,=,,IC50,nM,,89125093813374.4,CHEMBL3927,SARS coronavirus,SARS coronavirus 3C-like proteinase,227859,,,Log IC50,,UO_0000065,,4.95
,1720674,[],CHEMBL871248,Inhibition of SARS coronavirus 3C-like protease,B,,,BAO_0000190,BAO_0000357,single protein format,CSc1sc(-c2nc(C)cs2)c(C)c1-c1ccnc(SCC(=O)Nc2ccc(Cl)cc2)n1,,,CHEMBL1148632,J. Med. Chem.,2006,"{'bei': '9.55', 'le': '0.21', 'lle': '-2.09', 'sei': '7.32'}",CHEMBL210092,,CHEMBL210092,4.96,False,http://www.openphacts.org/units/Nanomolar,491912,=,1,True,=,,IC50,nM,,11000.0,CHEMBL3927,SARS coronavirus,SARS coronavirus 3C-like proteinase,227859,,,IC50,uM,UO_0000065,,11.0
,1720675,[],CHEMBL871248,Inhibition of SARS coronavirus 3C-like protease,B,,,BAO_0000190,BAO_0000357,single protein format,Cn1nc(-c2ccc(-c3ccnc(SCC(=O)Nc4ccc(Cl)cc4)n3)s2)cc1C(F)(F)F,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1148632,J. Med. Chem.,2006,,CHEMBL377150,,CHEMBL377150,,False,http://www.openphacts.org/units/Nanomolar,491911,=,1,True,=,,IC50,nM,,100000000000000.0,CHEMBL3927,SARS coronavirus,SARS coronavirus 3C-like proteinase,227859,,,Log IC50,,UO_0000065,,5.0
,1720676,[],CHEMBL871248,Inhibition of SARS coronavirus 3C-like protease,B,,,BAO_0000190,BAO_0000357,single protein format,Cn1nc(-c2ccc(-c3ccnc(SCC(=O)Nc4ccc(Cl)cc4)n3)s2)cc1C(F)(F)F,,,CHEMBL1148632,J. Med. Chem.,2006,"{'bei': '9.80', 'le': '0.21', 'lle': '-1.01', 'sei': '6.88'}",CHEMBL377150,,CHEMBL377150,5.00,False,http://www.openphacts.org/units/Nanomolar,491911,=,1,True,=,,IC50,nM,,10000.0,CHEMBL3927,SARS coronavirus,SARS coronavirus 3C-like proteinase,227859,,,IC50,uM,UO_0000065,,10.0
,1750381,[],CHEMBL854506,Inhibition of SARS coronavirus main protease,B,,,BAO_0000190,BAO_0000357,single protein format,O=C(Oc1ccc(S(=O)(=O)c2ccc(OC(=O)C(Cl)=C(Cl)Cl)cc2)cc1)C(Cl)=C(Cl)Cl,,,CHEMBL1145342,J. Med. Chem.,2006,"{'bei': '10.70', 'le': '0.27', 'lle': '-0.05', 'sei': '6.97'}",CHEMBL212454,,CHEMBL212454,6.05,False,http://www.openphacts.org/units/Nanomolar,534140,=,1,True,=,,IC50,nM,,900.0,CHEMBL3927,SARS coronavirus,SARS coronavirus 3C-like proteinase,227859,,,IC50,uM,UO_0000065,,0.9
,1750383,[],CHEMBL854506,Inhibition of SARS coronavirus main protease,B,,,BAO_0000190,BAO_0000357,single protein format,Nc1ncc(S(=O)(=O)c2ccc(Cl)cc2)c(N)n1,,,CHEMBL1145342,J. Med. Chem.,2006,"{'bei': '18.34', 'le': '0.40', 'lle': '4.09', 'sei': '4.66'}",CHEMBL213581,,CHEMBL213581,5.22,False,http://www.openphacts.org/units/Nanomolar,534141,=,1,True,=,,IC50,nM,,6000.0,CHEMBL3927,SARS coronavirus,SARS coronavirus 3C-like proteinase,227859,,,IC50,uM,UO_0000065,,6.0
,1750385,[],CHEMBL854506,Inhibition of SARS coronavirus main protease,B,,,BAO_0000190,BAO_0000357,single protein format,O=[N+]([O-])c1cc(C(F)(F)F)ccc1S(=O)(=O)c1ccc(Cl)cc1,,,CHEMBL1145342,J. Med. Chem.,2006,"{'bei': '13.46', 'le': '0.29', 'lle': '0.82', 'sei': '6.37'}",CHEMBL380403,,CHEMBL380403,4.92,False,http://www.openphacts.org/units/Nanomolar,534142,=,1,True,=,,IC50,nM,,12000.0,CHEMBL3927,SARS coronavirus,SARS coronavirus 3C-like proteinase,227859,,,IC50,uM,UO_0000065,,12.0
,1750387,[],CHEMBL854506,Inhibition of SARS coronavirus main protease,B,,,BAO_0000190,BAO_0000357,single protein format,Cc1nc(S(=O)(=O)c2ccccc2)c(C#N)c(C)c1[N+](=O)[O-],,,CHEMBL1145342,J. Med. Chem.,2006,"{'bei': '15.40', 'le': '0.30', 'lle': '2.58', 'sei': '4.29'}",CHEMBL212504,,CHEMBL212504,4.89,False,http://www.openphacts.org/units/Nanomolar,534143,=,1,True,=,,IC50,nM,,13000.0,CHEMBL3927,SARS coronavirus,SARS coronavirus 3C-like proteinase,227859,,,IC50,uM,UO_0000065,,13.0
,1750389,[],CHEMBL854506,Inhibition of SARS coronavirus main protease,B,,,BAO_0000190,BAO_0000357,single protein format,Cc1ccc(S(=O)(=O)c2nc(C)c([N+](=O)[O-])c(C)c2C#N)cc1,,,CHEMBL1145342,J. Med. Chem.,2006,"{'bei': '14.75', 'le': '0.29', 'lle': '2.27', 'sei': '4.29'}",CHEMBL211969,,CHEMBL211969,4.89,False,http://www.openphacts.org/units/Nanomolar,534144,=,1,True,=,,IC50,nM,,13000.0,CHEMBL3927,SARS coronavirus,SARS coronavirus 3C-like proteinase,227859,,,IC50,uM,UO_0000065,,13.0
,1750391,[],CHEMBL854506,Inhibition of SARS coronavirus main protease,B,,,BAO_0000190,BAO_0000357,single protein format,O=[N+]([O-])c1ccc(S(=O)(=O)c2ccc(Cl)cc2)[n+]([O-])c1,,,CHEMBL1145342,J. Med. Chem.,2006,"{'bei': '15.33', 'le': '0.33', 'lle': '3.11', 'sei': '4.63'}",CHEMBL384739,,CHEMBL384739,4.82,False,http://www.openphacts.org/units/Nanomolar,534145,=,1,True,=,,IC50,nM,,15000.0,CHEMBL3927,SARS coronavirus,SARS coronavirus 3C-like proteinase,227859,,,IC50,uM,UO_0000065,,15.0
,1750392,[],CHEMBL854506,Inhibition of SARS coronavirus main protease,B,,,BAO_0000190,BAO_0000357,single protein format,CCOC(=O)/C(C#N)=C/Nc1ccc(S(=O)(=O)c2ccc(/N=C/C(C#N)=C(\O)OCC)cc2)cc1,,,CHEMBL1145342,J. Med. Chem.,2006,"{'bei': '9.70', 'le': '0.19', 'lle': '0.87', 'sei': '2.96'}",CHEMBL215732,,CHEMBL215732,4.80,False,http://www.openphacts.org/units/Nanomolar,534146,=,1,True,=,,IC50,nM,,16000.0,CHEMBL3927,SARS coronavirus,SARS coronavirus 3C-like proteinase,227859,,,IC50,uM,UO_0000065,,16.0
,1750394,[],CHEMBL854506,Inhibition of SARS coronavirus main protease,B,,,BAO_0000190,BAO_0000357,single protein format,O=C(O)c1ccc(S(=O)(=O)c2cc(Br)c(O)c(Br)c2)cc1,,,CHEMBL1145342,J. Med. Chem.,2006,"{'bei': '11.00', 'le': '0.31', 'lle': '1.35', 'sei': '5.23'}",CHEMBL212240,,CHEMBL212240,4.80,False,http://www.openphacts.org/units/Nanomolar,534147,=,1,True,=,,IC50,nM,,16000.0,CHEMBL3927,SARS coronavirus,SARS coronavirus 3C-like proteinase,227859,,,IC50,uM,UO_0000065,,16.0
,1750395,[],CHEMBL854506,Inhibition of SARS coronavirus main protease,B,,,BAO_0000190,BAO_0000357,single protein format,CC(=O)c1ccccc1S(=O)(=O)c1ccccc1C(=O)O,,,CHEMBL1145342,J. Med. Chem.,2006,"{'bei': '15.76', 'le': '0.31', 'lle': '2.38', 'sei': '5.42'}",CHEMBL377253,,CHEMBL377253,4.80,False,http://www.openphacts.org/units/Nanomolar,534148,=,1,True,=,,IC50,nM,,16000.0,CHEMBL3927,SARS coronavirus,SARS coronavirus 3C-like proteinase,227859,,,IC50,uM,UO_0000065,,16.0
,1750397,[],CHEMBL854506,Inhibition of SARS coronavirus main protease,B,,,BAO_0000190,BAO_0000357,single protein format,O=[N+]([O-])c1ccc(S(=O)(=O)c2ccc([N+](=O)[O-])cc2)cc1,,,CHEMBL1145342,J. Med. Chem.,2006,"{'bei': '14.93', 'le': '0.30', 'lle': '2.26', 'sei': '3.82'}",CHEMBL215397,,CHEMBL215397,4.60,False,http://www.openphacts.org/units/Nanomolar,534149,=,1,True,=,,IC50,nM,,25000.0,CHEMBL3927,SARS coronavirus,SARS coronavirus 3C-like proteinase,227859,,,IC50,uM,UO_0000065,,25.0
